timestamp,InstanceId,InstanceType,Average
1645671660,i-0d1d083385ab7cc45,c4.xlarge,49.333333333330906
1645671660,i-073800fac16d74275,c5.xlarge,42.7
1645671660,i-0dc859bbe183793bf,c5.xlarge,42.61166666666664
1645671660,i-0493995e29e4b33d9,c5.xlarge,48.925000000000004
1645671660,i-0a1b5048e22192648,c4.xlarge,52.3749999999988
1645671660,i-0780ed8b620be2d7f,c5.xlarge,45.12833333333334
1645671660,i-0f6265602463f30f3,c5.xlarge,41.458333333333336
1645671660,i-011c0edefc8df72e1,c5.xlarge,39.78333333333333
1645671660,i-08a79d2c4e927ad43,c4.xlarge,49.333333333333904
1645671660,i-024a2cd4c58cafdf3,c5.xlarge,42.43666666666665
1645671660,i-054cea93b4cd0904c,c5.xlarge,45.03333333333333
1645671660,i-04ea7b96967ddc859,c5.xlarge,41.461666666666645
1645671660,i-07115560329abac18,c4.xlarge,45.79166666666419
1645671720,i-09b6d01107ebd7eb5,c5.xlarge,48.34166666666665
1645671720,i-0a83fe41a15aef9c8,c5.xlarge,44.683333333333344
1645671720,i-07d5b9ec2028c3771,c5.xlarge,42.475
1645671720,i-0ed638966ff4f5b69,c4.xlarge,53.29166666666729
1645671720,i-0b0f319ca325250f3,c5.xlarge,43.42833333333334
1645671720,i-0ced63ca7c86a87bb,c5.xlarge,49.833333333333336
1645671720,i-0d648bb94dbe49d8b,c5.xlarge,38.11166666666664
1645671720,i-00cea19d74facb809,c4.xlarge,48.874999999998195
1645671720,i-08778d56ed460e9d2,c5.xlarge,40.79500000000001
1645671720,i-08f9bcf10183c7853,c5.xlarge,47.91666666666664
1645671720,i-02bf9b25ca48d8bef,c5.xlarge,44.02833333333334
1645671720,i-0f403605cdecdc6b6,c5.xlarge,38.545
1645671720,i-08e6a8f6341fa29b0,c5.xlarge,49.836666666666645
1645671720,i-08e45cfeeeaafbacd,c5.xlarge,43.80333333333333
1645671720,i-04c1c33d257a83d53,c5.xlarge,47.858333333333334
1645671720,i-0ca6feceff1f850be,c5.xlarge,47.949999999999996
1645671720,i-0466050a9b0376c72,c5.xlarge,64.2666666666667
1645671720,i-0d1d083385ab7cc45,c4.xlarge,50.416666666666686
1645671720,i-073800fac16d74275,c5.xlarge,46.91166666666665
1645671720,i-0dc859bbe183793bf,c5.xlarge,47.16666666666665
1645671720,i-0493995e29e4b33d9,c5.xlarge,51.283333333333346
1645671720,i-0a1b5048e22192648,c4.xlarge,53.58333333333581
1645671720,i-0780ed8b620be2d7f,c5.xlarge,53.286666666666655
1645671720,i-0f6265602463f30f3,c5.xlarge,41.375
1645671720,i-011c0edefc8df72e1,c5.xlarge,42.35833333333333
1645671720,i-08a79d2c4e927ad43,c4.xlarge,53.666666666664796
1645671720,i-024a2cd4c58cafdf3,c5.xlarge,49.478333333333346
1645671720,i-054cea93b4cd0904c,c5.xlarge,49.05833333333333
1645671720,i-04ea7b96967ddc859,c5.xlarge,41.25833333333335
1645671720,i-07115560329abac18,c4.xlarge,47.70833333333331
1645671780,i-09b6d01107ebd7eb5,c5.xlarge,46.77
1645671780,i-0a83fe41a15aef9c8,c5.xlarge,47.849999999999994
1645671780,i-07d5b9ec2028c3771,c5.xlarge,43.15833333333333
1645671780,i-0ed638966ff4f5b69,c4.xlarge,42.416666666667886
1645671780,i-0b0f319ca325250f3,c5.xlarge,42.545
1645671780,i-0ced63ca7c86a87bb,c5.xlarge,47.253333333333345
1645671780,i-0d648bb94dbe49d8b,c5.xlarge,43.16666666666665
1645671780,i-00cea19d74facb809,c4.xlarge,50.874999999999396
1645671780,i-08778d56ed460e9d2,c5.xlarge,43.41666666666664
1645671780,i-08f9bcf10183c7853,c5.xlarge,46.14166666666664
1645671780,i-02bf9b25ca48d8bef,c5.xlarge,45.716666666666654
1645671780,i-0f403605cdecdc6b6,c5.xlarge,43.07761537307712
1645671780,i-08e6a8f6341fa29b0,c5.xlarge,49.75833333333333
1645671780,i-08e45cfeeeaafbacd,c5.xlarge,41.12500000000001
1645671780,i-04c1c33d257a83d53,c5.xlarge,45.903333333333336
1645671780,i-0ca6feceff1f850be,c5.xlarge,52.028333333333336
1645671780,i-0466050a9b0376c72,c5.xlarge,53.953333333333326
1645671780,i-0d1d083385ab7cc45,c4.xlarge,58.083333333333904
1645671780,i-073800fac16d74275,c5.xlarge,49.879164652744194
1645671780,i-0dc859bbe183793bf,c5.xlarge,49.945
1645671780,i-0493995e29e4b33d9,c5.xlarge,54.11666666666665
1645671780,i-0a1b5048e22192648,c4.xlarge,56.416666666664185
1645671780,i-0780ed8b620be2d7f,c5.xlarge,50.233333333333334
1645671780,i-0f6265602463f30f3,c5.xlarge,44.533333333333346
1645671780,i-011c0edefc8df72e1,c5.xlarge,51.42
1645671780,i-08a79d2c4e927ad43,c4.xlarge,45.541666666667886
1645671780,i-024a2cd4c58cafdf3,c5.xlarge,48.58333333333333
1645671780,i-054cea93b4cd0904c,c5.xlarge,51.220000000000006
1645671780,i-04ea7b96967ddc859,c5.xlarge,43.708333333333336
1645671780,i-07115560329abac18,c4.xlarge,57.54166666666909
1645671840,i-09b6d01107ebd7eb5,c5.xlarge,43.62500000000001
1645671840,i-0a83fe41a15aef9c8,c5.xlarge,40.3
1645671840,i-07d5b9ec2028c3771,c5.xlarge,50.3
1645671840,i-0ed638966ff4f5b69,c4.xlarge,43.20833333333211
1645671840,i-0b0f319ca325250f3,c5.xlarge,40.56166666666665
1645671840,i-0ced63ca7c86a87bb,c5.xlarge,40.803333333333335
1645671840,i-0d648bb94dbe49d8b,c5.xlarge,38.51166666666665
1645671840,i-00cea19d74facb809,c4.xlarge,51.500000000002395
1645671840,i-08778d56ed460e9d2,c5.xlarge,43.42833333333334
1645671840,i-08f9bcf10183c7853,c5.xlarge,44.853333333333325
1645671840,i-02bf9b25ca48d8bef,c5.xlarge,47.00833333333335
1645671840,i-0f403605cdecdc6b6,c5.xlarge,41.850697511625185
1645671840,i-08e6a8f6341fa29b0,c5.xlarge,50.35
1645671840,i-08e45cfeeeaafbacd,c5.xlarge,40.658333333333346
1645671840,i-04c1c33d257a83d53,c5.xlarge,49.23666666666665
1645671840,i-0ca6feceff1f850be,c5.xlarge,50.586666666666645
1645671840,i-0466050a9b0376c72,c5.xlarge,48.97
1645671840,i-0d1d083385ab7cc45,c4.xlarge,48.75
1645671840,i-073800fac16d74275,c5.xlarge,44.086666666666645
1645671840,i-0dc859bbe183793bf,c5.xlarge,44.191666666666656
1645671840,i-0493995e29e4b33d9,c5.xlarge,46.11666666666665
1645671840,i-0a1b5048e22192648,c4.xlarge,55.8333333333333
1645671840,i-0780ed8b620be2d7f,c5.xlarge,51.73666666666665
1645671840,i-0f6265602463f30f3,c5.xlarge,39.191666666666656
1645671840,i-011c0edefc8df72e1,c5.xlarge,48.786666666666655
1645671840,i-08a79d2c4e927ad43,c4.xlarge,43.79166666666609
1645671840,i-024a2cd4c58cafdf3,c5.xlarge,46.14166666666664
1645671840,i-054cea93b4cd0904c,c5.xlarge,46.975
1645671840,i-04ea7b96967ddc859,c5.xlarge,52.216666666666654
1645671840,i-07115560329abac18,c4.xlarge,45.4583333333327
1645671900,i-09b6d01107ebd7eb5,c5.xlarge,45.07
1645671900,i-0a83fe41a15aef9c8,c5.xlarge,39.02
1645671900,i-07d5b9ec2028c3771,c5.xlarge,36.25
1645671900,i-0ed638966ff4f5b69,c4.xlarge,40.583333333333904
1645671900,i-0b0f319ca325250f3,c5.xlarge,43.21666666666664
1645671900,i-0ced63ca7c86a87bb,c5.xlarge,40.82
1645671900,i-0d648bb94dbe49d8b,c5.xlarge,32.428333333333335
1645671900,i-00cea19d74facb809,c4.xlarge,39.041666666665485
1645671900,i-08778d56ed460e9d2,c5.xlarge,34.175000000000004
1645671900,i-08f9bcf10183c7853,c5.xlarge,37.26166666666664
1645671900,i-02bf9b25ca48d8bef,c5.xlarge,43.978333333333346
1645671900,i-0f403605cdecdc6b6,c5.xlarge,36.6
1645671900,i-08e6a8f6341fa29b0,c5.xlarge,37.11166666666664
1645671900,i-08e45cfeeeaafbacd,c5.xlarge,43.5
1645671900,i-04c1c33d257a83d53,c5.xlarge,46.91166666666665
1645671900,i-0ca6feceff1f850be,c5.xlarge,61.86166666666665
1645671900,i-0466050a9b0376c72,c5.xlarge,40.73666666666665
1645671900,i-0d1d083385ab7cc45,c4.xlarge,34.458333333335204
1645671900,i-073800fac16d74275,c5.xlarge,51.799136681055316
1645671900,i-0dc859bbe183793bf,c5.xlarge,33.245000000000005
1645671900,i-0493995e29e4b33d9,c5.xlarge,37.949999999999996
1645671900,i-0a1b5048e22192648,c4.xlarge,39.79166666666669
1645671900,i-0780ed8b620be2d7f,c5.xlarge,39.711004816586396
1645671900,i-0f6265602463f30f3,c5.xlarge,38.211666666666645
1645671900,i-011c0edefc8df72e1,c5.xlarge,45.675000000000004
1645671900,i-08a79d2c4e927ad43,c4.xlarge,35.70833333333211
1645671900,i-024a2cd4c58cafdf3,c5.xlarge,40.745000000000005
1645671900,i-054cea93b4cd0904c,c5.xlarge,43.294278428692856
1645671900,i-04ea7b96967ddc859,c5.xlarge,46.308333333333344
1645671900,i-07115560329abac18,c4.xlarge,34.8333333333327
1645671960,i-09b6d01107ebd7eb5,c5.xlarge,32.44166666666665
1645671960,i-0a83fe41a15aef9c8,c5.xlarge,29.486666666666665
1645671960,i-07d5b9ec2028c3771,c5.xlarge,26.728333333333318
1645671960,i-0ed638966ff4f5b69,c4.xlarge,29.208333333332693
1645671960,i-0b0f319ca325250f3,c5.xlarge,29.66166666666666
1645671960,i-0ced63ca7c86a87bb,c5.xlarge,31.328333333333326
1645671960,i-0d648bb94dbe49d8b,c5.xlarge,23.97
1645671960,i-00cea19d74facb809,c4.xlarge,32.0833333333333
1645671960,i-08778d56ed460e9d2,c5.xlarge,30.75333333333332
1645671960,i-08f9bcf10183c7853,c5.xlarge,27.28666666666666
1645671960,i-02bf9b25ca48d8bef,c5.xlarge,35.158333333333346
1645671960,i-0f403605cdecdc6b6,c5.xlarge,25.82
1645671960,i-08e6a8f6341fa29b0,c5.xlarge,34.03333333333333
1645671960,i-08e45cfeeeaafbacd,c5.xlarge,30.566666666666663
1645671960,i-04c1c33d257a83d53,c5.xlarge,45.016666666666644
1645671960,i-0ca6feceff1f850be,c5.xlarge,45.29166666666666
1645671960,i-0466050a9b0376c72,c5.xlarge,30.111666666666665
1645671960,i-0d1d083385ab7cc45,c4.xlarge,34.09836065573649
1645671960,i-073800fac16d74275,c5.xlarge,35.19558659310989
1645671960,i-0dc859bbe183793bf,c5.xlarge,30.17
1645671960,i-0493995e29e4b33d9,c5.xlarge,30.71666666666666
1645671960,i-0a1b5048e22192648,c4.xlarge,36.41666666666728
1645671960,i-0780ed8b620be2d7f,c5.xlarge,31.195519925332086
1645671960,i-0f6265602463f30f3,c5.xlarge,28.107864868918856
1645671960,i-011c0edefc8df72e1,c5.xlarge,31.91666666666666
1645671960,i-08a79d2c4e927ad43,c4.xlarge,30.166666666667297
1645671960,i-024a2cd4c58cafdf3,c5.xlarge,33.3
1645671960,i-054cea93b4cd0904c,c5.xlarge,32.21220353672561
1645671960,i-04ea7b96967ddc859,c5.xlarge,35.4
1645671960,i-07115560329abac18,c4.xlarge,34.041666666665485
1645672020,i-09b6d01107ebd7eb5,c5.xlarge,33.82833333333333
1645672020,i-0a83fe41a15aef9c8,c5.xlarge,27.03333333333332
1645672020,i-07d5b9ec2028c3771,c5.xlarge,26.783333333333317
1645672020,i-0ed638966ff4f5b69,c4.xlarge,32.29166666666669
1645672020,i-0b0f319ca325250f3,c5.xlarge,26.195000000000004
1645672020,i-0ced63ca7c86a87bb,c5.xlarge,28.14166666666667
1645672020,i-0d648bb94dbe49d8b,c5.xlarge,27.12
1645672020,i-00cea19d74facb809,c4.xlarge,37.8333333333345
1645672020,i-08778d56ed460e9d2,c5.xlarge,29.274512091465137
1645672020,i-08f9bcf10183c7853,c5.xlarge,31.733333333333324
1645672020,i-02bf9b25ca48d8bef,c5.xlarge,32.62500000000001
1645672020,i-0f403605cdecdc6b6,c5.xlarge,26.595
1645672020,i-08e6a8f6341fa29b0,c5.xlarge,32.5
1645672020,i-08e45cfeeeaafbacd,c5.xlarge,30.45333333333332
1645672020,i-04c1c33d257a83d53,c5.xlarge,35.516666666666644
1645672020,i-0ca6feceff1f850be,c5.xlarge,43.76166666666664
1645672020,i-0466050a9b0376c72,c5.xlarge,28.541666666666664
1645672020,i-0d1d083385ab7cc45,c4.xlarge,32.58474576271249
1645672020,i-073800fac16d74275,c5.xlarge,35.92
1645672020,i-0dc859bbe183793bf,c5.xlarge,30.70333333333332
1645672020,i-0493995e29e4b33d9,c5.xlarge,34.516666666666644
1645672020,i-0a1b5048e22192648,c4.xlarge,38.75
1645672020,i-0780ed8b620be2d7f,c5.xlarge,36.445
1645672020,i-0f6265602463f30f3,c5.xlarge,26.592109868497808
1645672020,i-011c0edefc8df72e1,c5.xlarge,35.966666666666654
1645672020,i-08a79d2c4e927ad43,c4.xlarge,30.750000000001197
1645672020,i-024a2cd4c58cafdf3,c5.xlarge,29.11166666666667
1645672020,i-054cea93b4cd0904c,c5.xlarge,33.28666666666664
1645672020,i-04ea7b96967ddc859,c5.xlarge,28.483333333333317
1645672020,i-07115560329abac18,c4.xlarge,37.70833333333331
1645672080,i-09b6d01107ebd7eb5,c5.xlarge,32.00333333333333
1645672080,i-0a83fe41a15aef9c8,c5.xlarge,26.308333333333326
1645672080,i-07d5b9ec2028c3771,c5.xlarge,25.533333333333324
1645672080,i-0ed638966ff4f5b69,c4.xlarge,31.9166666666661
1645672080,i-0b0f319ca325250f3,c5.xlarge,31.51166666666667
1645672080,i-0ced63ca7c86a87bb,c5.xlarge,27.753333333333327
1645672080,i-0d648bb94dbe49d8b,c5.xlarge,24.953333333333322
1645672080,i-00cea19d74facb809,c4.xlarge,31.708333333332693
1645672080,i-08778d56ed460e9d2,c5.xlarge,29.97
1645672080,i-08f9bcf10183c7853,c5.xlarge,27.841666666666665
1645672080,i-02bf9b25ca48d8bef,c5.xlarge,31.457809036516057
1645672080,i-0f403605cdecdc6b6,c5.xlarge,29.141180980316992
1645672080,i-08e6a8f6341fa29b0,c5.xlarge,31.578333333333326
1645672080,i-08e45cfeeeaafbacd,c5.xlarge,29.20833333333332
1645672080,i-04c1c33d257a83d53,c5.xlarge,45.55
1645672080,i-0ca6feceff1f850be,c5.xlarge,46.70333333333333
1645672080,i-0466050a9b0376c72,c5.xlarge,26.036666666666672
1645672080,i-0d1d083385ab7cc45,c4.xlarge,31.333333333332096
1645672080,i-073800fac16d74275,c5.xlarge,33.325
1645672080,i-0dc859bbe183793bf,c5.xlarge,29.224999999999998
1645672080,i-0493995e29e4b33d9,c5.xlarge,30.075
1645672080,i-0a1b5048e22192648,c4.xlarge,35.04166666666608
1645672080,i-0780ed8b620be2d7f,c5.xlarge,34.403333333333336
1645672080,i-0f6265602463f30f3,c5.xlarge,30
1645672080,i-011c0edefc8df72e1,c5.xlarge,31.391666666666673
1645672080,i-08a79d2c4e927ad43,c4.xlarge,30.9166666666654
1645672080,i-024a2cd4c58cafdf3,c5.xlarge,33.553333333333335
1645672080,i-054cea93b4cd0904c,c5.xlarge,32.05
1645672080,i-04ea7b96967ddc859,c5.xlarge,40.95333333333334
1645672080,i-07115560329abac18,c4.xlarge,31.916666666669098
1645672140,i-09b6d01107ebd7eb5,c5.xlarge,25.608333333333324
1645672140,i-0a83fe41a15aef9c8,c5.xlarge,24.783333333333317
1645672140,i-07d5b9ec2028c3771,c5.xlarge,25.536241062648955
1645672140,i-0ed638966ff4f5b69,c4.xlarge,33.29166666666729
1645672140,i-0b0f319ca325250f3,c5.xlarge,23.294999999999998
1645672140,i-0ced63ca7c86a87bb,c5.xlarge,25.5
1645672140,i-0d648bb94dbe49d8b,c5.xlarge,22.25833333333332
1645672140,i-00cea19d74facb809,c4.xlarge,29.708333333331492
1645672140,i-08778d56ed460e9d2,c5.xlarge,27.403333333333322
1645672140,i-08f9bcf10183c7853,c5.xlarge,24.183333333333326
1645672140,i-02bf9b25ca48d8bef,c5.xlarge,24.128735478924646
1645672140,i-0f403605cdecdc6b6,c5.xlarge,24.108735145585758
1645672140,i-08e6a8f6341fa29b0,c5.xlarge,29.236666666666668
1645672140,i-08e45cfeeeaafbacd,c5.xlarge,30.9
1645672140,i-04c1c33d257a83d53,c5.xlarge,44.76666666666665
1645672140,i-0ca6feceff1f850be,c5.xlarge,45.62833333333334
1645672140,i-0466050a9b0376c72,c5.xlarge,31.041666666666668
1645672140,i-0d1d083385ab7cc45,c4.xlarge,27.5
1645672140,i-073800fac16d74275,c5.xlarge,27.266212229796167
1645672140,i-0dc859bbe183793bf,c5.xlarge,24.31166666666667
1645672140,i-0493995e29e4b33d9,c5.xlarge,30.41666666666666
1645672140,i-0a1b5048e22192648,c4.xlarge,30.20833333333329
1645672140,i-0780ed8b620be2d7f,c5.xlarge,35.72833333333334
1645672140,i-0f6265602463f30f3,c5.xlarge,24.358333333333324
1645672140,i-011c0edefc8df72e1,c5.xlarge,26.278333333333318
1645672140,i-08a79d2c4e927ad43,c4.xlarge,26.166666666667897
1645672140,i-024a2cd4c58cafdf3,c5.xlarge,28.419999999999998
1645672140,i-054cea93b4cd0904c,c5.xlarge,29.527841202646627
1645672140,i-04ea7b96967ddc859,c5.xlarge,28.14166666666667
1645672140,i-07115560329abac18,c4.xlarge,30.901639344259898
1645672200,i-09b6d01107ebd7eb5,c5.xlarge,25.316666666666666
1645672200,i-0a83fe41a15aef9c8,c5.xlarge,25
1645672200,i-07d5b9ec2028c3771,c5.xlarge,22.417040284004727
1645672200,i-0ed638966ff4f5b69,c4.xlarge,26.4999999999994
1645672200,i-0b0f319ca325250f3,c5.xlarge,28.12
1645672200,i-0ced63ca7c86a87bb,c5.xlarge,24.1
1645672200,i-0d648bb94dbe49d8b,c5.xlarge,21.386666666666667
1645672200,i-00cea19d74facb809,c4.xlarge,25.3750000000006
1645672200,i-08778d56ed460e9d2,c5.xlarge,24.22873714561909
1645672200,i-08f9bcf10183c7853,c5.xlarge,27.803333333333324
1645672200,i-02bf9b25ca48d8bef,c5.xlarge,26.44166666666667
1645672200,i-0f403605cdecdc6b6,c5.xlarge,25.544999999999998
1645672200,i-08e6a8f6341fa29b0,c5.xlarge,25.66999999999999
1645672200,i-08e45cfeeeaafbacd,c5.xlarge,21.903333333333322
1645672200,i-04c1c33d257a83d53,c5.xlarge,38.02
1645672200,i-0ca6feceff1f850be,c5.xlarge,44.075
1645672200,i-0466050a9b0376c72,c5.xlarge,33.7
1645672200,i-0d1d083385ab7cc45,c4.xlarge,26.750000000001798
1645672200,i-073800fac16d74275,c5.xlarge,29.76666666666667
1645672200,i-0dc859bbe183793bf,c5.xlarge,21.961666666666662
1645672200,i-0493995e29e4b33d9,c5.xlarge,33.858333333333334
1645672200,i-0a1b5048e22192648,c4.xlarge,26.416666666667297
1645672200,i-0780ed8b620be2d7f,c5.xlarge,27.345
1645672200,i-0f6265602463f30f3,c5.xlarge,24.22
1645672200,i-011c0edefc8df72e1,c5.xlarge,22.878333333333327
1645672200,i-08a79d2c4e927ad43,c4.xlarge,23.7916666666661
1645672200,i-024a2cd4c58cafdf3,c5.xlarge,24.32833333333332
1645672200,i-054cea93b4cd0904c,c5.xlarge,27.900465007750128
1645672200,i-04ea7b96967ddc859,c5.xlarge,30.007833202779953
1645672200,i-07115560329abac18,c4.xlarge,27.923728813559894
1645672260,i-09b6d01107ebd7eb5,c5.xlarge,24.39166666666667
1645672260,i-0a83fe41a15aef9c8,c5.xlarge,22.48333333333332
1645672260,i-07d5b9ec2028c3771,c5.xlarge,22.253333333333327
1645672260,i-0ed638966ff4f5b69,c4.xlarge,21.9166666666661
1645672260,i-0b0f319ca325250f3,c5.xlarge,21.794999999999998
1645672260,i-0ced63ca7c86a87bb,c5.xlarge,22.144630922817953
1645672260,i-0d648bb94dbe49d8b,c5.xlarge,19.875
1645672260,i-00cea19d74facb809,c4.xlarge,29.291666666667897
1645672260,i-08778d56ed460e9d2,c5.xlarge,27.01666666666667
1645672260,i-08f9bcf10183c7853,c5.xlarge,24.944999999999997
1645672260,i-02bf9b25ca48d8bef,c5.xlarge,29.3278445359244
1645672260,i-0f403605cdecdc6b6,c5.xlarge,22.736666666666665
1645672260,i-08e6a8f6341fa29b0,c5.xlarge,24.75292078465359
1645672260,i-08e45cfeeeaafbacd,c5.xlarge,22.48666666666666
1645672260,i-04c1c33d257a83d53,c5.xlarge,34.883333333333326
1645672260,i-0ca6feceff1f850be,c5.xlarge,38.65
1645672260,i-0466050a9b0376c72,c5.xlarge,26.174563757270718
1645672260,i-0d1d083385ab7cc45,c4.xlarge,27.374999999998803
1645672260,i-073800fac16d74275,c5.xlarge,29.962166036100594
1645672260,i-0dc859bbe183793bf,c5.xlarge,26.153333333333325
1645672260,i-0493995e29e4b33d9,c5.xlarge,26.936666666666664
1645672260,i-0a1b5048e22192648,c4.xlarge,30.2499999999994
1645672260,i-0780ed8b620be2d7f,c5.xlarge,26.83288611856469
1645672260,i-0f6265602463f30f3,c5.xlarge,23.386666666666667
1645672260,i-011c0edefc8df72e1,c5.xlarge,21.924999999999997
1645672260,i-08a79d2c4e927ad43,c4.xlarge,30.541666666667897
1645672260,i-024a2cd4c58cafdf3,c5.xlarge,24.375
1645672260,i-054cea93b4cd0904c,c5.xlarge,27.200000000000003
1645672260,i-04ea7b96967ddc859,c5.xlarge,25.400423340388997
1645672260,i-07115560329abac18,c4.xlarge,22.625000000001197
1645672320,i-09b6d01107ebd7eb5,c5.xlarge,25.05833333333332
1645672320,i-0a83fe41a15aef9c8,c5.xlarge,25.324999999999996
1645672320,i-07d5b9ec2028c3771,c5.xlarge,25.658333333333324
1645672320,i-0ed638966ff4f5b69,c4.xlarge,23.458333333334593
1645672320,i-0b0f319ca325250f3,c5.xlarge,23.991666666666664
1645672320,i-0ced63ca7c86a87bb,c5.xlarge,23.908731812196866
1645672320,i-0d648bb94dbe49d8b,c5.xlarge,25.01166666666667
1645672320,i-00cea19d74facb809,c4.xlarge,29.2916666666649
1645672320,i-08778d56ed460e9d2,c5.xlarge,20.17
1645672320,i-08f9bcf10183c7853,c5.xlarge,27.803333333333324
1645672320,i-02bf9b25ca48d8bef,c5.xlarge,25.237087284788082
1645672320,i-0f403605cdecdc6b6,c5.xlarge,25.00833333333332
1645672320,i-08e6a8f6341fa29b0,c5.xlarge,29.419999999999998
1645672320,i-08e45cfeeeaafbacd,c5.xlarge,24.091666666666665
1645672320,i-04c1c33d257a83d53,c5.xlarge,29.408333333333317
1645672320,i-0ca6feceff1f850be,c5.xlarge,24.94166666666667
1645672320,i-0466050a9b0376c72,c5.xlarge,25.9620993683228
1645672320,i-0d1d083385ab7cc45,c4.xlarge,30
1645672320,i-073800fac16d74275,c5.xlarge,32.54112431459476
1645672320,i-0dc859bbe183793bf,c5.xlarge,29.291666666666668
1645672320,i-0493995e29e4b33d9,c5.xlarge,25.686666666666667
1645672320,i-0a1b5048e22192648,c4.xlarge,29.250000000001798
1645672320,i-0780ed8b620be2d7f,c5.xlarge,29.787163119385323
1645672320,i-0f6265602463f30f3,c5.xlarge,23.25294578423693
1645672320,i-011c0edefc8df72e1,c5.xlarge,26.778333333333318
1645672320,i-08a79d2c4e927ad43,c4.xlarge,25.7916666666642
1645672320,i-024a2cd4c58cafdf3,c5.xlarge,26.150000000000002
1645672320,i-054cea93b4cd0904c,c5.xlarge,29.486175230412822
1645672320,i-04ea7b96967ddc859,c5.xlarge,25.62833333333332
1645672320,i-07115560329abac18,c4.xlarge,25.708333333332092
1645672380,i-09b6d01107ebd7eb5,c5.xlarge,29.386666666666667
1645672380,i-0a83fe41a15aef9c8,c5.xlarge,22.283333333333317
1645672380,i-07d5b9ec2028c3771,c5.xlarge,25.269999999999992
1645672380,i-0ed638966ff4f5b69,c4.xlarge,23.208333333332092
1645672380,i-0b0f319ca325250f3,c5.xlarge,27.125
1645672380,i-0ced63ca7c86a87bb,c5.xlarge,22.878333333333327
1645672380,i-0d648bb94dbe49d8b,c5.xlarge,20.67
1645672380,i-00cea19d74facb809,c4.xlarge,25.166666666667297
1645672380,i-08778d56ed460e9d2,c5.xlarge,20.861318978017028
1645672380,i-08f9bcf10183c7853,c5.xlarge,24.37
1645672380,i-02bf9b25ca48d8bef,c5.xlarge,22.544999999999998
1645672380,i-0f403605cdecdc6b6,c5.xlarge,22.15833333333332
